,name,distance,mass,radius
47979,DENIS J082303.1−491201B,67,28,
47980,2MASS J08251968+2115521 [de],35,52,0.98
47981,SDSSp J083008.12+482847.4 [de],43,48,0.99
47982,LHS 2021,55,88,1.15
47983,SDSS J083048.80+012831.1 [de],77,46,0.96
47984,2MASSI J0835425-081923 [de],23.53,62,1.00
47985,2MASSI J0847287-153237 [de],43,64,1.00
47986,2MASS J08533619-0329321,27.6,77,1.07
47987,2MASSI J0859254-194926 [de],50,50,0.98
47988,2MASSW J0920122+351742 [de],95,,
47989,2MASSI J0937347+293142,20.0,42,0.94
47990,2MASS 0939−2448,17.4,32,0.95
47991,2MASS J09490860-1545485 [de],59,49,0.96
47992,2MASS J10073369-4555147,46,44,0.94
47993,2MASSI J1010148-040649 [de],55,51,0.98
47994,2MASSI J1017075+130839 [de],108,,
47995,SDSS J102109.69-030420.1,95,,
47996,2MASS J10224821+5825453 [de],60,27,1.41
47997,2MASSW J1036530-344138 [de],53,49,0.97
47998,2MASS J1047538+212423 [de],34.4,42,0.94
47999,Luhman 16B,6.516,43,1.02
48000,Luhman 16A,6.516,40,1.01
48001,DENIS-P J1058.7−1548,49,64,1.00
48002,TWA 28,180,36,2.39
48003,Cha 110913-773444,163,8,1.8
48004,OTS 44,554,15,
48005,SDSS J111010.01+011613.1,63,9,1.24
48006,2MASS J11145133−2618235,18.2,33,0.96
48007,TWA 26,137,30,2.20
48008,2MASSW J1146345+223053,89,,
48009,2MASS J11544223-3400390 [de],129,37,1.50
48010,2MASSW J1155395-372735 [de],31,64,1.00
48011,TWA 27A,,,
48012,TWA 27B,,,
48013,2MASS J12074836-3900043,217,17,1.71
48014,2MASSI J1217110-031113 [de],36,42,0.94
48015,2MASS J12255432-2739466,43,,
48016,DENIS-P J1228.2-1547,66,,
48017,2M 1237+6526,45.6,41,0.94
48018,2MASSW J1239272+551537 [de],119,,
48019,TWA 29,262,25,2.00
48020,SDSSp J125453.90-012247.4 [de],38,47,0.98
48021,Kelu-1A,61,63,0.98
48022,Kelu-1B,61,58,0.98
48023,2MASS J13204427+0409045,101,67,1.01
48024,SDSSp J132629.82-003831.5 [de],65,51,0.97
48025,SDSSp J134646.45-003150.4 [de],48,44,0.94
48026,2MASS J13595510-4034582,51,63,1.00
48027,ULAS J141623.94+134836.3,29.7,32,0.96
48028,SDSS J141659.78+500626.4 [de],149,59,0.99
48029,DENIS-P J142527.97-365023.4 [de],38,21,1.32
48030,LHS 2924,38.5,76,1.06
48031,2MASS J14392837+1929150,47,72,1.03
48032,LSPM J1440+1339,72,92,1.19
48033,2MASS J14482563+1031590 [de],47,59,0.99
48034,CFBDSIR 1458+10A,104,11.1,1.5
48035,CFBDSIR 1458+10B,104,9,1.3
48036,TVLM 513-46546,35.1,75,1.05
48037,2MASS 1503+2525,20.7,44,0.94
48038,CFBDS J150411+102717,71,44,0.94
48039,2MASSW J1506544+132106 [de],46,69,1.02
48040,2MASS 1507−1627,23.9,60,0.99
48041,TVLM 868-110639,53,79,1.08
48042,SDSS J151114.66+060742.9 [de],89,,
48043,2MASSW J1515008+484742 [de],34,57,0.99
48044,2MASSI J1526140+204341 [de],67,54,0.98
48045,DENIS-P J153941.96-052042.4 [de],51,63,1.00
48046,2MASS J15462718-3325111 [de],37,44,0.94
48047,2MASSW J1552591+294849 [de],68,30,1.43
48048,2MASSW J1555157-095605 [de],44,71,1.03
48049,2MASS J16150413+1340079 [de],48,42,0.94
48050,SDSSp J162414.37+002915.6 [de],36,43,0.94
48051,2MASS J16262034+3925190 [de],110,71,1.03
48052,2MASSW J1632291+190441 [de],50,49,0.97
48053,WISEPA J164715.59+563208.2,28,41,0.94
48054,LSPM J1658+7027 [de],60,73,1.04
48055,2MASSI J1726000+153819,114,24,1.40
48056,2MASSW J1728114+394859,79,,
48057,SDSSp J175032.96+175903.9,90,47,0.97
48058,2MASS J18283572-4849046,39,45,0.95
48059,LSR J1835+3259,18.5,77,1.07
48060,2MASSW J1841086+311727,138,67,1.01
48061,2MASS J18432213+4040209,46,96,1.22
48062,2MASS J20004841-7523070,105,25,1.88
48063,SDSS J204749.61-071818.3,65,46,0.96
48064,2MASSI J2057540-025230,47,70,1.02
48065,2MASSW J2101154+175658,108,,
48066,2MASSI J2104149-103736,62,69,1.02
48067,PSO J318.5−22,80,6.5,1.53
48068,HB 2124-4228,113,94,1.21
48069,2MASS J21392676+0220226,32.1,46,0.96
48070,2MASS J21481628+4003593,26.3,55,0.99
48071,2MASS J14112131-2119503,,,
48072,2MASSW J2206450-421721,93,22,1.33
48073,2MASSW J2208136+292121,154,27,1.41
48074,2MASSW J2224438-015852,38,61,0.99
48075,2MASS J22282889-4310262,35,42,0.94
48076,2MASS J22373255+3922398,64,73,1.04
48077,2MASSW J2244316+204343,56,12,1.29
48078,2MASS J23224684-3133231,56,24,1.39
48079,2MASS J23225299-6151275,148,17,1.59
48080,2MASS J23515044-2537367,67,88,1.16
48081,2MASSI J2356547-155310,74,80,1.09
48082,WISE 0005+3737,23.2,,
48083,WISE 0008-1739,87.1,,
48084,WISE 0015-4615,48.6,,
48085,WISE 0031-3840,71.8,,
48086,WISE 0032-4946,62.9,,
48087,WISE 0038+2758,36.9,,
48088,WISE 0038+8405,101.8,,
48089,WISE 0040+0900,47.6,,
48090,WISE 0049+0441,62.6,,
48091,WISE 0049+2151,24.1,,
48092,WISE 0106+1518,142.9,,
48093,WISE 0123+4142,67.2,,
48094,WISE 0135+1715,77.3,,
48095,WISE 0138-0322,57.7,,
48096,WISE 0146+4234,20.5,,
48097,WISE 0148-7202,30,,
48098,WISE 0150+3827,61.3,,
48099,WISE 0206+2640,58.4,,
48100,WISE 0221+3842,73.1,,
48101,WISE 0223-2932,47,,
48102,WISE 0226-0211,91,,
48103,WISE 0241-3653,53.8,,
48104,WISE 0245-3450,56.1,,
48105,WISE 0247+3725,57.1,,
48106,WISE 0305+3954,75,,
48107,WISE 0307+2904,82.8,,
48108,WISE 0313+7807,28,,
48109,WISE 0316+4307,106.3,,
48110,WISE 0321-7347,84.8,,
48111,WISE 0323-6025,45.3,,
48112,WISE 0325-3854,51.2,,
48113,WISE 0325+0831,36.5,,
48114,WISE 0333-5856,54.8,,
48115,WISE 0335+4310,45.7,,
48116,WISE 0336-0143,55.4,,
48117,WISE 0350-5658,17.7,,
48118,WISE 0359-5401,19.2,,
48119,WISE 0410+1502,20,6,1.17
48120,WISE 0410+1411,85.8,,
48121,WISE 0413-4750,66.2,,
48122,WISE 0448-1935,69.8,,
48123,WISE 0458+6434A,35.9,15,4.2
48124,WISE 0458+6434B,35.9,10,3.8
48125,WISE 0500-1223,47,,
48126,WISE 0513+0608,44.7,,
48127,WISE 0525+6739,98.2,,
48128,WISE 0528-3308,57.4,,
48129,WISE 0535-7500,47,,
48130,WISE 0539-1034,84.8,,
48131,WISE 0542-1628,50.6,,
48132,WISE 0607+2429,25.4,,
48133,WISE 0611-0410,57.7,,
48134,WISE 0612-4920,95.2,,
48135,WISE 0612-3036,64.9,,
48136,WISE 0614+3912,50.2,,
48137,WISE 0614+0951,51.5,,
48138,WISE 0623-0456,37.5,,
48139,WISE 0625+5646,67.2,,
48140,WISE 0627-1114,37.2,,
48141,WISE 0647-6232,28,,
48142,WISE 0656+4205,54.1,,
48143,WISE 0713-2917,23.2,,
48144,WISE 0723+3403,45.7,,
48145,WISE 0733+7544,78.3,,
48146,WISE 0734-7157,34.9,,
48147,WISE 0744+5628,47.3,,
48148,WISE 0750+2725,51.5,,
48149,WISE 0751-7634,39.1,,
48150,WISE 0759-4904,38.8,,
48151,WISE 0811-8051,32,,
48152,WISE 0812+4021,63.6,,
48153,WISE 0819-0335,46,,
48154,WISE 0821+1443,68.2,,
48155,WISE 0836-1859,72.4,,
48156,WISE 0857+5604,42.1,,
48157,WISE 0906+4735,51.5,,
48158,WISE 0929+0409,64.9,,
48159,WISE 0952+1955,72.1,,
48160,WISE 1018-2445,47.6,,
48161,WISE 1019+6529,56.8,,
48162,WISE 1039-1600,47.3,,
48163,WISE 1042-3842,53.2,,
48164,WISE 1051-2138,40.8,,
48165,WISE 1122+2550,57.7,,
48166,WISE 1124-0421,50.6,,
48167,WISE 1147-2040,102,,
48168,WISE 1150+6302,32.9,,
48169,WISE 1217+1626A,34.2,12,
48170,WISE 1217+1626B,34.2,6,
48171,WISE 1225-1013,55.4,,
48172,WISE 1311+0122,44.4,,
48173,WISE 1311+3629,86.1,,
48174,WISE 1318-1758,32.9,,
48175,WISE 1320+6034,56.1,,
48176,WISE 1322-2340,33.9,,
48177,WISE 1348+6603,91,,
48178,WISE 1405+5534,25.3,30,0.86
48179,WISE 1433-0837,84.8,,
48180,WISE 1436-1814,60,,
48181,WISE 1457+5815,52.2,,
48182,WISE 1506+7027,11.1,,
48183,WISE 1517+0529,72.4,,
48184,WISE 1519+7009,50.9,,
48185,WISE 1523+3125,84.5,,
48186,WISE 1541-2250,20,,
48187,WISE 1542+2230,41.1,,
48188,WISE 1612-3420,55.4,,
48189,WISE 1614+1739,32.6,,
48190,WISE 1617+1807,50.2,,
48191,WISE 1622-0959,52.2,,
48192,WISE 1627+3255,50.2,,
48193,WISE 1639-6847,16.3,,
48194,WISE 1647+5632,28,,
48195,WISE 1653+4444,39.5,,
48196,WISE 1711+3500,60.3,,
48197,WISE 1717+6129,72.7,,
48198,WISE 1721+1117,62.3,,
48199,WISE 1728+5716,97.8,,
48200,WISE 1738+2732,20,,
48201,WISE 1741+2553,18.9,,
48202,WISE 1746-0338,83.8,,
48203,WISE 1800+0134,28.7,57,
48204,WISE 1804+3117,30,,
48205,SDSS J000013.54+255418.6 [de],46.1,48,0.99
48206,2MASS J08283419-1309198,,,
48207,2MASS J00040288-6410358,192,19,1.63
48208,LHS 102BC,,,
48209,2MASS J00242463-0158201,37.7,79,1.09
48210,2MASS J00250365+4759191AB,143,,
48211,2MASS J00274197+0503417,236,31,1.44
48212,2MASS J00275592+2219328,46.9,,
48213,2MASSW J0030300-145033,87.2,54,0.98
48214,2MASS J00332386-1521309 [de],131,29,1.43
48215,2MASS J00345157+0523050,31,42,0.94
48216,2MASS 0036+1821,28.6,42,0.94
48217,2MASSW J0045214+163445,57,23,1.62
48218,WISEP J004701.06+680352.1 [fr],40,12,1.3
48219,2MASS J00501994-3322402 [de],34,40,0.94
48220,2MASS J00034227-2822410,,,
48221,2MASS J00584253-0651239 [de],96,29,1.43
48222,CFBDS J005910.90–011401.3,30,23,
48223,2MASSI J0103320+193536,70,52,0.98
48224,SDSSp J010752.33+004156.1 [de],51,52,0.98
48225,2MASSI J0117474-340325 [de],163,20,1.62
48226,2MASS J01415823-4633574 [de],130,20,1.61
48227,SDSS J015141.69+124429.6,70,47,0.97
48228,DENIS-P J020529.0−115925A,65,,
48229,DENIS-P J020529.0−115925B,65,,
48230,DENIS-P J020529.0−115925C,65,,
48231,SDSS J020742.48+000056.2 [de],111,47,0.97
48232,2MASS J02103857-3015313,101,15,1.53
48233,2MASS J02340093-6442068,155,20,1.62
48234,2MASS J02411151-0326587 [de],152,27,1.41
48235,2MASS J02431371−2453298,35,33,0.99
48236,LP 771-21,53,78,1.08
48237,2MASS J02511327+0047364,,,
48238,2MASS J02535980+3206373,184,65,1.9
48239,WISE J0254+0223,24,65,1.9
48240,DEN 0255-4700,16.2,80,0.97
48241,2MASS J03185403-3421292 [de],45,49,0.97
48242,2MASS J03205965+1854233,47,88,1.15
48243,2MASS J03231002-4631237,192,23,1.66
48244,SDSS J032553.17+042540.1,59,45,0.95
48245,2MASS J03264225-2102057 [de],80,18,1.3
48246,2MASS J03284265+2302051 [de],98,54,0.98
48247,2MASS J03341218-4953322,27.0,73,1.04
48248,LP 944-20,20.9,73,1.43
48249,2MASP J0345432+254023,88,74,1.05
48250,Teide 1,380,55,3.78
48251,2MASS J03510004-0052452,48,102,1.27
48252,2MASS J03552337+1133437,29.8,20,1.32
48253,DENIS-P J035726.9-441730 [de],130,,
48254,2MASS J04151954−0935066,18.6,30,0.95
48255,SDSSp J042348.57-041403.5 [de],50,,
48256,2MASS J04285096-2253227 [de],85,80,1.09
48257,2MASS J04351612-1606574,34,100,1.26
48258,2MASS J04362788-4114465,142,39,1.97
48259,2MASS J04390101-2353083 [de],29.5,48,0.97
48260,2MASS J04414489+2301513,470,19,
48261,2MASS J04433764+0002040,82,22,1.78
48262,2MASS J04455387-3048204 [de],42,64,1.00
48263,2MASS J04510093-3402150 [de],69,72,1.04
48264,2MASS J05002100+0330501 [de],44,64,1.00
48265,2MASS J05012406-0010452 [de],64,21,1.38
48266,2MASS J05160945-0445499 [de],73,47,0.97
48267,2MASS J0523−1403,40,68,1.01
48268,2MASS 0532+8246,81,83,
48269,SDSS J053951.99-005902.0,41.62,61,1.01
48270,2MASS J05591914-1404488 [de],34,,
48271,LSR 0602+3910 [de],34.6,28,1.41
48272,2MASS J06085283-2753583,102,38,1.51
48273,WISEP J061135.13-041024.0A,69,65,
48274,WISEP J061135.13-041024.0B,69,53,
48275,2MASS J06244595-4521548 [de],39,56,0.99
48276,2MASS J06411840-4322329 [de],65,67,1.01
48277,DENIS-P J0652197-253450 [de],51,75,1.05
48278,2MASS J07003664+3157266 [de],40,,
48279,2MASS J07075327-4900503,60,72,1.03
48280,UGPS J072227.51-054031.2,13.4,26,0.98
48281,2MASSI J0727182+171001 [de],29.6,41,0.94
48282,2MASS J07290002-3954043 [de],25.8,37,0.94
48283,SDSS J074201.41+205520.5 [de],49,43,0.94
48284,2MASS J0746425+200032 [fr],49.6,,
48285,DENIS-P J0751164-253043 [de],55,71,1.03
48286,2MASS J07522390+1612157,60,68,2.01
48287,DENIS J081730.0-615520,16.1,44,0.94
48288,DENIS J082303.1−491201A,67,44,
48289,DENIS J082303.1−491201B,67,28,
48290,2MASS J08251968+2115521 [de],35,52,0.98
48291,SDSSp J083008.12+482847.4 [de],43,48,0.99
48292,LHS 2021,55,88,1.15
48293,SDSS J083048.80+012831.1 [de],77,46,0.96
48294,2MASSI J0835425-081923 [de],23.53,62,1.00
48295,2MASSI J0847287-153237 [de],43,64,1.00
48296,2MASS J08533619-0329321,27.6,77,1.07
48297,2MASSI J0859254-194926 [de],50,50,0.98
48298,2MASSW J0920122+351742 [de],95,,
48299,2MASSI J0937347+293142,20.0,42,0.94
48300,2MASS 0939−2448,17.4,32,0.95
48301,2MASS J09490860-1545485 [de],59,49,0.96
48302,2MASS J10073369-4555147,46,44,0.94
48303,2MASSI J1010148-040649 [de],55,51,0.98
48304,2MASSI J1017075+130839 [de],108,,
48305,SDSS J102109.69-030420.1,95,,
48306,2MASS J10224821+5825453 [de],60,27,1.41
48307,2MASSW J1036530-344138 [de],53,49,0.97
48308,2MASS J1047538+212423 [de],34.4,42,0.94
48309,Luhman 16B,6.516,43,1.02
48310,Luhman 16A,6.516,40,1.01
48311,DENIS-P J1058.7−1548,49,64,1.00
48312,TWA 28,180,36,2.39
48313,Cha 110913-773444,163,8,1.8
48314,OTS 44,554,15,
48315,SDSS J111010.01+011613.1,63,9,1.24
48316,2MASS J11145133−2618235,18.2,33,0.96
48317,TWA 26,137,30,2.20
48318,2MASSW J1146345+223053,89,,
48319,2MASS J11544223-3400390 [de],129,37,1.50
48320,2MASSW J1155395-372735 [de],31,64,1.00
48321,TWA 27A,,,
48322,TWA 27B,,,
48323,2MASS J12074836-3900043,217,17,1.71
48324,2MASSI J1217110-031113 [de],36,42,0.94
48325,2MASS J12255432-2739466,43,,
48326,DENIS-P J1228.2-1547,66,,
48327,2M 1237+6526,45.6,41,0.94
48328,2MASSW J1239272+551537 [de],119,,
48329,TWA 29,262,25,2.00
48330,SDSSp J125453.90-012247.4 [de],38,47,0.98
48331,Kelu-1A,61,63,0.98
48332,Kelu-1B,61,58,0.98
48333,2MASS J13204427+0409045,101,67,1.01
48334,SDSSp J132629.82-003831.5 [de],65,51,0.97
48335,SDSSp J134646.45-003150.4 [de],48,44,0.94
48336,2MASS J13595510-4034582,51,63,1.00
48337,ULAS J141623.94+134836.3,29.7,32,0.96
48338,SDSS J141659.78+500626.4 [de],149,59,0.99
48339,DENIS-P J142527.97-365023.4 [de],38,21,1.32
48340,LHS 2924,38.5,76,1.06
48341,2MASS J14392837+1929150,47,72,1.03
48342,LSPM J1440+1339,72,92,1.19
48343,2MASS J14482563+1031590 [de],47,59,0.99
48344,CFBDSIR 1458+10A,104,11.1,1.5
48345,CFBDSIR 1458+10B,104,9,1.3
48346,TVLM 513-46546,35.1,75,1.05
48347,2MASS 1503+2525,20.7,44,0.94
48348,CFBDS J150411+102717,71,44,0.94
48349,2MASSW J1506544+132106 [de],46,69,1.02
48350,2MASS 1507−1627,23.9,60,0.99
48351,TVLM 868-110639,53,79,1.08
48352,SDSS J151114.66+060742.9 [de],89,,
48353,2MASSW J1515008+484742 [de],34,57,0.99
48354,2MASSI J1526140+204341 [de],67,54,0.98
48355,DENIS-P J153941.96-052042.4 [de],51,63,1.00
48356,2MASS J15462718-3325111 [de],37,44,0.94
48357,2MASSW J1552591+294849 [de],68,30,1.43
48358,2MASSW J1555157-095605 [de],44,71,1.03
48359,2MASS J16150413+1340079 [de],48,42,0.94
48360,SDSSp J162414.37+002915.6 [de],36,43,0.94
48361,2MASS J16262034+3925190 [de],110,71,1.03
48362,2MASSW J1632291+190441 [de],50,49,0.97
48363,WISEPA J164715.59+563208.2,28,41,0.94
48364,LSPM J1658+7027 [de],60,73,1.04
48365,2MASSI J1726000+153819,114,24,1.40
48366,2MASSW J1728114+394859,79,,
48367,SDSSp J175032.96+175903.9,90,47,0.97
48368,2MASS J18283572-4849046,39,45,0.95
48369,LSR J1835+3259,18.5,77,1.07
48370,2MASSW J1841086+311727,138,67,1.01
48371,2MASS J18432213+4040209,46,96,1.22
48372,2MASS J20004841-7523070,105,25,1.88
48373,SDSS J204749.61-071818.3,65,46,0.96
48374,2MASSI J2057540-025230,47,70,1.02
48375,2MASSW J2101154+175658,108,,
48376,2MASSI J2104149-103736,62,69,1.02
48377,PSO J318.5−22,80,6.5,1.53
48378,HB 2124-4228,113,94,1.21
48379,2MASS J21392676+0220226,32.1,46,0.96
48380,2MASS J21481628+4003593,26.3,55,0.99
48381,2MASS J14112131-2119503,,,
48382,2MASSW J2206450-421721,93,22,1.33
48383,2MASSW J2208136+292121,154,27,1.41
48384,2MASSW J2224438-015852,38,61,0.99
48385,2MASS J22282889-4310262,35,42,0.94
48386,2MASS J22373255+3922398,64,73,1.04
48387,2MASSW J2244316+204343,56,12,1.29
48388,2MASS J23224684-3133231,56,24,1.39
48389,2MASS J23225299-6151275,148,17,1.59
48390,2MASS J23515044-2537367,67,88,1.16
48391,2MASSI J2356547-155310,74,80,1.09
48392,WISE 0005+3737,23.2,,
48393,WISE 0008-1739,87.1,,
48394,WISE 0015-4615,48.6,,
48395,WISE 0031-3840,71.8,,
48396,WISE 0032-4946,62.9,,
48397,WISE 0038+2758,36.9,,
48398,WISE 0038+8405,101.8,,
48399,WISE 0040+0900,47.6,,
48400,WISE 0049+0441,62.6,,
48401,WISE 0049+2151,24.1,,
48402,WISE 0106+1518,142.9,,
48403,WISE 0123+4142,67.2,,
48404,WISE 0135+1715,77.3,,
48405,WISE 0138-0322,57.7,,
48406,WISE 0146+4234,20.5,,
48407,WISE 0148-7202,30,,
48408,WISE 0150+3827,61.3,,
48409,WISE 0206+2640,58.4,,
48410,WISE 0221+3842,73.1,,
48411,WISE 0223-2932,47,,
48412,WISE 0226-0211,91,,
48413,WISE 0241-3653,53.8,,
48414,WISE 0245-3450,56.1,,
48415,WISE 0247+3725,57.1,,
48416,WISE 0305+3954,75,,
48417,WISE 0307+2904,82.8,,
48418,WISE 0313+7807,28,,
48419,WISE 0316+4307,106.3,,
48420,WISE 0321-7347,84.8,,
48421,WISE 0323-6025,45.3,,
48422,WISE 0325-3854,51.2,,
48423,WISE 0325+0831,36.5,,
48424,WISE 0333-5856,54.8,,
48425,WISE 0335+4310,45.7,,
48426,WISE 0336-0143,55.4,,
48427,WISE 0350-5658,17.7,,
48428,WISE 0359-5401,19.2,,
48429,WISE 0410+1502,20,6,1.17
48430,WISE 0410+1411,85.8,,
48431,WISE 0413-4750,66.2,,
48432,WISE 0448-1935,69.8,,
48433,WISE 0458+6434A,35.9,15,4.2
48434,WISE 0458+6434B,35.9,10,3.8
48435,WISE 0500-1223,47,,
48436,WISE 0513+0608,44.7,,
48437,WISE 0525+6739,98.2,,
48438,WISE 0528-3308,57.4,,
48439,WISE 0535-7500,47,,
48440,WISE 0539-1034,84.8,,
48441,WISE 0542-1628,50.6,,
48442,WISE 0607+2429,25.4,,
48443,WISE 0611-0410,57.7,,
48444,WISE 0612-4920,95.2,,
48445,WISE 0612-3036,64.9,,
48446,WISE 0614+3912,50.2,,
48447,WISE 0614+0951,51.5,,
48448,WISE 0623-0456,37.5,,
48449,WISE 0625+5646,67.2,,
48450,WISE 0627-1114,37.2,,
48451,WISE 0647-6232,28,,
48452,WISE 0656+4205,54.1,,
48453,WISE 0713-2917,23.2,,
48454,WISE 0723+3403,45.7,,
48455,WISE 0733+7544,78.3,,
48456,WISE 0734-7157,34.9,,
48457,WISE 0744+5628,47.3,,
48458,WISE 0750+2725,51.5,,
48459,WISE 0751-7634,39.1,,
48460,WISE 0759-4904,38.8,,
48461,WISE 0811-8051,32,,
48462,WISE 0812+4021,63.6,,
48463,WISE 0819-0335,46,,
48464,WISE 0821+1443,68.2,,
48465,WISE 0836-1859,72.4,,
48466,WISE 0857+5604,42.1,,
48467,WISE 0906+4735,51.5,,
48468,WISE 0929+0409,64.9,,
48469,WISE 0952+1955,72.1,,
48470,WISE 1018-2445,47.6,,
48471,WISE 1019+6529,56.8,,
48472,WISE 1039-1600,47.3,,
48473,WISE 1042-3842,53.2,,
48474,WISE 1051-2138,40.8,,
48475,WISE 1122+2550,57.7,,
48476,WISE 1124-0421,50.6,,
48477,WISE 1147-2040,102,,
48478,WISE 1150+6302,32.9,,
48479,WISE 1217+1626A,34.2,12,
48480,WISE 1217+1626B,34.2,6,
48481,WISE 1225-1013,55.4,,
48482,WISE 1311+0122,44.4,,
48483,WISE 1311+3629,86.1,,
48484,WISE 1318-1758,32.9,,
48485,WISE 1320+6034,56.1,,
48486,WISE 1322-2340,33.9,,
48487,WISE 1348+6603,91,,
48488,WISE 1405+5534,25.3,30,0.86
48489,WISE 1433-0837,84.8,,
48490,WISE 1436-1814,60,,
48491,WISE 1457+5815,52.2,,
48492,WISE 1506+7027,11.1,,
48493,WISE 1517+0529,72.4,,
48494,WISE 1519+7009,50.9,,
48495,WISE 1523+3125,84.5,,
48496,WISE 1541-2250,20,,
48497,WISE 1542+2230,41.1,,
48498,WISE 1612-3420,55.4,,
48499,WISE 1614+1739,32.6,,
48500,WISE 1617+1807,50.2,,
48501,WISE 1622-0959,52.2,,
48502,WISE 1627+3255,50.2,,
48503,WISE 1639-6847,16.3,,
48504,WISE 1647+5632,28,,
48505,WISE 1653+4444,39.5,,
48506,WISE 1711+3500,60.3,,
48507,WISE 1717+6129,72.7,,
48508,WISE 1721+1117,62.3,,
48509,WISE 1728+5716,97.8,,
48510,WISE 1738+2732,20,,
48511,WISE 1741+2553,18.9,,
48512,WISE 1746-0338,83.8,,
48513,WISE 1800+0134,28.7,57,
48514,WISE 1804+3117,30,,
48515,WISE 1809+3838,74.4,,
48516,SDSS J000013.54+255418.6 [de],46.1,48,0.99
48517,2MASS J08283419-1309198,,,
48518,2MASS J00040288-6410358,192,19,1.63
48519,LHS 102BC,,,
48520,2MASS J00242463-0158201,37.7,79,1.09
48521,2MASS J00250365+4759191AB,143,,
48522,2MASS J00274197+0503417,236,31,1.44
48523,2MASS J00275592+2219328,46.9,,
48524,2MASSW J0030300-145033,87.2,54,0.98
48525,2MASS J00332386-1521309 [de],131,29,1.43
48526,2MASS J00345157+0523050,31,42,0.94
48527,2MASS 0036+1821,28.6,42,0.94
48528,2MASSW J0045214+163445,57,23,1.62
48529,WISEP J004701.06+680352.1 [fr],40,12,1.3
48530,2MASS J00501994-3322402 [de],34,40,0.94
48531,2MASS J00034227-2822410,,,
48532,2MASS J00584253-0651239 [de],96,29,1.43
48533,CFBDS J005910.90–011401.3,30,23,
48534,2MASSI J0103320+193536,70,52,0.98
48535,SDSSp J010752.33+004156.1 [de],51,52,0.98
48536,2MASSI J0117474-340325 [de],163,20,1.62
48537,2MASS J01415823-4633574 [de],130,20,1.61
48538,SDSS J015141.69+124429.6,70,47,0.97
48539,DENIS-P J020529.0−115925A,65,,
48540,DENIS-P J020529.0−115925B,65,,
48541,DENIS-P J020529.0−115925C,65,,
48542,SDSS J020742.48+000056.2 [de],111,47,0.97
48543,2MASS J02103857-3015313,101,15,1.53
48544,2MASS J02340093-6442068,155,20,1.62
48545,2MASS J02411151-0326587 [de],152,27,1.41
48546,2MASS J02431371−2453298,35,33,0.99
48547,LP 771-21,53,78,1.08
48548,2MASS J02511327+0047364,,,
48549,2MASS J02535980+3206373,184,65,1.9
48550,WISE J0254+0223,24,65,1.9
48551,DEN 0255-4700,16.2,80,0.97
48552,2MASS J03185403-3421292 [de],45,49,0.97
48553,2MASS J03205965+1854233,47,88,1.15
48554,2MASS J03231002-4631237,192,23,1.66
48555,SDSS J032553.17+042540.1,59,45,0.95
48556,2MASS J03264225-2102057 [de],80,18,1.3
48557,2MASS J03284265+2302051 [de],98,54,0.98
48558,2MASS J03341218-4953322,27.0,73,1.04
48559,LP 944-20,20.9,73,1.43
48560,2MASP J0345432+254023,88,74,1.05
48561,Teide 1,380,55,3.78
48562,2MASS J03510004-0052452,48,102,1.27
48563,2MASS J03552337+1133437,29.8,20,1.32
48564,DENIS-P J035726.9-441730 [de],130,,
48565,2MASS J04151954−0935066,18.6,30,0.95
48566,SDSSp J042348.57-041403.5 [de],50,,
48567,2MASS J04285096-2253227 [de],85,80,1.09
48568,2MASS J04351612-1606574,34,100,1.26
48569,2MASS J04362788-4114465,142,39,1.97
48570,2MASS J04390101-2353083 [de],29.5,48,0.97
48571,2MASS J04414489+2301513,470,19,
48572,2MASS J04433764+0002040,82,22,1.78
48573,2MASS J04455387-3048204 [de],42,64,1.00
48574,2MASS J04510093-3402150 [de],69,72,1.04
48575,2MASS J05002100+0330501 [de],44,64,1.00
48576,2MASS J05012406-0010452 [de],64,21,1.38
48577,2MASS J05160945-0445499 [de],73,47,0.97
48578,2MASS J0523−1403,40,68,1.01
48579,2MASS 0532+8246,81,83,
48580,SDSS J053951.99-005902.0,41.62,61,1.01
48581,2MASS J05591914-1404488 [de],34,,
48582,LSR 0602+3910 [de],34.6,28,1.41
48583,2MASS J06085283-2753583,102,38,1.51
